Company,Ticker,Country,Rating 1-5 (1=Best),Market Cap,Industry
"Sempra","SRE","United States","3","Large","Electric Utilities"
"Stoneridge Inc.","SRI","United States","4","Small","Auto Parts"
"Sarepta Therapeutics Inc.","SRPT","United States","3","Large","Biotechnology"
"Startek Inc.","SRT","United States","3","Small","Business Services"
"Sensus Healthcare Inc","SRTS","United States","4","Small","Medical Instruments & Equipment"
"South State Corp","SSB","United States","3","Large","Banking"
"Summit State Bank Inc.","SSBI","United States","3","Small","Banking"
"Southern States Bancshares Inc.","SSBK","United States","3","Small","Banking"
"Simpson Manufacturing Co. Inc.","SSD","United States","2","Large","Construction Materials"
"SSE PLC","SSEZY","United Kingdom","1","Large","Electric Utilities"
"Sasol Ltd.","SSL","South Africa","3","Large","Production & Extraction"
"Santos Ltd.","SSLZY","Australia","2","Large","Production & Extraction"
"Sysmex Corp","SSMXY","Japan","3","Large","Medical Instruments & Equipment"
"SS&C Technologies Holdings Inc.","SSNC","United States","3","Large","Internet & Software"
"Scripps (E.W.) Co.","SSP","United States","3","Small","Radio & Television"
"Swiss Re Ltd.","SSREY","Switzerland","3","Large","General Insurance"
"SSR Mining Inc.","SSRM","Canada","1","Mid","Precious Metals"
"System1, Inc.","SST","","3","Small","Entertainment"
"Shutterstock Inc","SSTK","United States","1","Mid","Internet & Software"
"Stratasys, Ltd.","SSYS","Israel","3","Small","Computer Hardware & Equipment"
"Sensata Technologies Holding plc","ST","United Kingdom","3","Large","Electrical Equipment"
"Staar Surgical Co.","STAA","United States","2","Mid","Medical Instruments & Equipment"
"STAG Industrial Inc.","STAG","United States","3","Large","REITs"
"S & T Bancorp Inc. (PA)","STBA","United States","3","Mid","Banking"
"Suntory Beverage & Food Ltd.","STBFY","Japan","3","Large","Beverages"
"Stewart Information Services Corp.","STC","United States","3","Mid","General Insurance"
"Steris PLC (Ireland)","STE","Ireland","2","Large","Medical Instruments & Equipment"
"Stellar Bancorp Inc.","STEL","United States","3","Mid","Banking"
"Stem Inc.","STEM","United States","5","Small","Electrical Equipment"
"StepStone Group Inc.","STEP","United States","4","Mid","Wealth Management"
"Sterling Check Corp.","STER","United States","3","Mid","IT Services"
"Stagwell Inc.","STGW","Canada","3","Mid","Advertising"
"Neuronetics Inc","STIM","United States","3","Small","Medical Instruments & Equipment"
"SunOpta Inc.","STKL","Canada","4","Small","Food"
"ONE Group Hospitality Inc.","STKS","United States","3","Small","Hotels, Restaurants & Travel"
"Stellantis NV","STLA","Netherlands","1","Large","Autos- Manufacturing"
"Steel Dynamics Inc.","STLD","United States","2","Large","Non-Precious Metals"
"STMicroelectronics N.V.","STM","Netherlands","2","Large","Semiconductors"
"StoneCo Ltd.","STNE","","1","Mid","IT Services"
"Scorpio Tankers Inc.","STNG","","3","Mid","Miscellaneous Transportation Services"
"Stoke Therapeutics Inc.","STOK","United States","4","Small","Biotechnology"
"Sitio Royalties Corp","STR","United States","3","Mid","Production & Extraction"
"Strategic Education Inc.","STRA","United States","3","Mid","Educational Services"
"Sterling Infrastructure Inc.","STRL","United States","1","Mid","Construction Services"
"Sutro Biopharma Inc","STRO","United States","5","Small","Pharmaceuticals"
"Strattec Security Corp.","STRT","United States","3","Small","Auto Parts"
"State Street Corp.","STT","United States","3","Large","Banking"
"Shattuck Labs Inc.","STTK","United States","3","Small","Biotechnology"
"Starwood Properties Trust Inc.","STWD","United States","3","Large","REITs"
"Seagate Technology Holdings PLC","STX","Ireland","3","Large","Peripherals"
"Constellation Brands Inc.","STZ","United States","2","Large","Beverages"
"Suncor Energy Inc.","SU","Canada","3","Large","Refining & Marketing"
"Subsea 7 S.A.","SUBCY","Luxembourg","3","Mid","Equipment & Services"
"Sun Hung Kai Properties Ltd.","SUHJY","Hong Kong (S.A.R.)","3","Large","Property, Real Estate & Development"
"Sun Communities Inc.","SUI","United States","3","Large","REITs"
"Summit Materials Inc","SUM","United States","2","Mid","Construction Materials"
"Sunoco LP","SUN","United States","3","Mid","Refining & Marketing"
"Sunworks Inc","SUNW","United States","4","Small","Electrical Equipment"
"Superior Industries International Inc.","SUP","United States","5","Small","Auto Parts"
"Supernus Pharmaceuticals Inc","SUPN","United States","3","Mid","Pharmaceuticals"
"Sumitomo Mitsui Trust Holdings Inc.","SUTNY","Japan","3","Large","Banking"
"Service Properties Trust","SVC","United States","3","Mid","REITs"
"Seven & i Holdings Co. Ltd.","SVNDY","Japan","3","Large","Retail - Food & Beverage, Drug & Tobacco"
"ShockWave Medical Inc","SWAV","United States","3","Large","Medical Instruments & Equipment"
"Smith & Wesson Brands Inc.","SWBI","United States","2","Small","Leisure Equipment"
"Swatch Group AG (The)","SWGAY","Switzerland","2","Large","Miscellaneous Consumer Goods"
"SolarWinds Corp.","SWI","United States","2","Mid","Internet & Software"
"Latham Group Inc.","SWIM","United States","3","Small","Plastics"
"Stanley Black & Decker, Inc.","SWK","United States","3","Large","Industrial Machinery & Equipment"
"SWK Holdings Corporation","SWKH","United States","3","Small","Finance Intermediaries & Services"
"Skyworks Solutions Inc.","SWKS","United States","3","Large","Semiconductors"
"Southwestern Energy Company","SWN","United States","3","Large","Production & Extraction"
"Swire Pacific Ltd.","SWRAY","Hong Kong (S.A.R.)","3","Large","Property, Real Estate & Development"
"SpringWorks Therapeutics Inc.","SWTX","United States","3","Mid","Biotechnology"
"Southwest Gas Holdings Inc.","SWX","United States","3","Mid","Gas Utilities"
"SunCoke Energy Inc.","SXC","United States","3","Small","Metal Products"
"Standex International Corp.","SXI","United States","2","Mid","Industrial Machinery & Equipment"
"Sensient Technologies Corp.","SXT","United States","3","Mid","Specialty Chemicals"
"Stock Yards Bancorp Inc.","SYBT","United States","3","Mid","Banking"
"Synchrony Financial","SYF","United States","2","Large","Credit & Lending"
"Stryker Corp.","SYK","United States","2","Large","Medical Instruments & Equipment"
"Symbotic Inc.","SYM","United States","2","Mid","Internet & Software"
"Synaptics Inc.","SYNA","United States","3","Mid","Semiconductors"
"Syneos Health Inc.","SYNH","United States","3","Mid","Biotechnology"
"Syros Pharmaceuticals Inc","SYRS","United States","5","Small","Pharmaceuticals"
"Sysco Corp.","SYY","United States","3","Large","Retail - Food & Beverage, Drug & Tobacco"
"AT&T Inc.","T","United States","3","Large","Services"
"TransAlta Corp.","TAC","Canada","2","Mid","Electric Utilities"
"TransAct Technologies Inc.","TACT","United States","3","Small","Peripherals"
"Takeda Pharmaceutical Co Ltd","TAK","Japan","3","Large","Pharmaceuticals"
"TAL Education Group","TAL","","3","Mid","Educational Services"
"Talos Energy Inc.","TALO","United States","5","Mid","Production & Extraction"
"Molson Coors Beverage Co.","TAP","United States","1","Large","Beverages"
"Taro Pharmaceutical Industries Ltd.","TARO","Israel","3","Mid","Pharmaceuticals"
"Tarsus Pharmaceuticals Inc.","TARS","United States","5","Small","Biotechnology"
"TaskUS, Inc.","TASK","United States","3","Small","IT Services"
"Carrols Restaurant Group Inc.","TAST","United States","1","Small","Hotels, Restaurants & Travel"
"The Bancorp Inc.","TBBK","United States","1","Mid","Banking"
"TrueBlue Inc.","TBI","United States","3","Small","Business Services"
"Telesis Bio Inc.","TBIO","United States","3","Small","Medical Instruments & Equipment"
"Territorial Bancorp Inc.","TBNK","United States","3","Small","Banking"
"Theravance Biopharma, Inc.","TBPH","","4","Small","Biotechnology"
"Texas Capital Bancshares Inc.","TCBI","United States","2","Mid","Banking"
"Trico Bancshares (CA)","TCBK","United States","4","Mid","Banking"
"Third Coast Bancshares Inc.","TCBX","United States","3","Small","Banking"
"Tencent Holdings Ltd.","TCEHY","","3","Large","Entertainment"
"Tactile Systems Technology Inc","TCMD","United States","3","Small","Medical Instruments & Equipment"
"Trip.com Group Ltd.","TCOM","","2","Large","Hotels, Restaurants & Travel"
"BlackRock TCP Capital Inc.","TCPC","United States","2","Small","Holding and other Investment Offices"
"The Container Store Group, Inc","TCS","United States","3","Small","Retail - Furniture & Home Furnishings"
"Tucows Inc","TCX","United States","4","Small","Internet & Software"
"Toronto Dominion Bank","TD","Canada","3","Large","Banking"
"Teradata Corp.","TDC","United States","2","Mid","Internet & Software"
"Transdigm Group Inc.","TDG","United States","1","Large","Aerospace"
"Teladoc Health Inc","TDOC","United States","3","Mid","Diagnostic & Health Related Services"
"Telephone and Data Systems Inc.","TDS","United States","3","Mid","Services"
"ThredUp Inc","TDUP","United States","4","Small","Retail - Apparel and Accessories"
"Tidewater Inc.","TDW","United States","3","Mid","Equipment & Services"
"Teledyne Technologies Inc.","TDY","United States","3","Large","Electronic Instruments & Related Products"
"Atlassian Corp.","TEAM","United Kingdom","3","Large","Internet & Software"
"Bio-Techne Corp","TECH","United States","3","Large","Biotechnology"
"Teck Resources Ltd.","TECK","Canada","3","Large","Mining"
"Telefonica S.A.","TEF","Spain","3","Large","Services"
"TE Connectivity Ltd.","TEL","Switzerland","1","Large","Electrical Equipment"
"TELA Bio Inc.","TELA","United States","3","Small","Medical Instruments & Equipment"
"Telenor ASA","TELNY","Norway","3","Large","Services"
"Tenable Holdings Inc","TENB","United States","2","Large","Internet & Software"
"Telecom Argentina Stet-France Telecom S.A.","TEO","Argentina","2","Mid","Services"
"Teradyne Inc.","TER","United States","3","Large","Semiconductors"
"Terns Pharmaceuticals Inc.","TERN","United States","3","Small","Pharmaceuticals"
"Teva Pharmaceutical Industries Ltd.","TEVA","Israel","2","Large","Pharmaceuticals"
"Terex Corp.","TEX","United States","1","Mid","Industrial Machinery & Equipment"
"Truist Financial Corp.","TFC","United States","3","Large","Banking"
"Triumph Financial Inc","TFIN","United States","4","Mid","Banking"
"TFS Financial Corp.","TFSL","United States","3","Mid","Credit & Lending"
"Teleflex Inc.","TFX","United States","3","Large","Medical Instruments & Equipment"
"Tredegar Corp.","TG","United States","3","Small","Non-Precious Metals"
"Transphorm Inc","TGAN","United States","3","Small","Semiconductors"
"Textainer Group Holdings Limited","TGH","","3","Mid","Shipping"
"Triumph Group Inc.","TGI","United States","3","Small","Aerospace"
"Tegna Inc.","TGNA","United States","3","Mid","Radio & Television"
"Transportadora de Gas del Sur S.A. (TGS)","TGS","Argentina","1","Mid","Equipment & Services"
"Target Corp.","TGT","United States","3","Large","Retail - General Merchandise/Department Stores"
"TG Therapeutics Inc","TGTX","United States","3","Mid","Pharmaceuticals"
"Target Hospitality Corp","TH","United States","3","Mid","Hotels, Restaurants & Travel"
"Tenet Healthcare Corp.","THC","United States","1","Large","Hospitals & Health Care Facilities"
"First Financial Corp. (IN)","THFF","United States","3","Small","Banking"
"Hanover Insurance Group Inc.","THG","United States","3","Mid","General Insurance"
"Thor Industries Inc.","THO","United States","3","Large","Autos- Manufacturing"
"Thermon Group Holdings Inc","THR","United States","1","Small","Electrical Equipment"
"Gentherm Inc.","THRM","United States","3","Mid","Auto Parts"
"Thorne Healthtech Inc.","THRN","United States","3","Small","Pharmaceuticals"
"Theseus Pharmaceuticals Inc.","THRX","United States","3","Small","Biotechnology"
"Thryv Holdings Inc.","THRY","United States","4","Small","Advertising"
"TreeHouse Foods Inc.","THS","United States","3","Mid","Food"
"Millicom International Cellular S.A.","TIGO","Luxembourg","3","Mid","Services"
"Telecom Italia SPA","TIIAY","Italy","4","Large","Services"
"Interface Inc.","TILE","United States","2","Small","Office Equipment & Furniture"
"TIM S.A.","TIMB","Brazil","1","Large","Services"
"Tiptree Inc.","TIPT","United States","4","Small","General Insurance"
"Titan Machinery Inc.","TITN","United States","2","Small","Retail - Specialty"
"TJX Companies Inc.","TJX","United States","2","Large","Retail - Apparel and Accessories"
"Teekay Corp.","TK","","2","Small","Equipment & Services"
"Turkcell Iletisim Hizmetleri AS","TKC","Turkey","3","Mid","Services"
"Alpha Teknova Inc.","TKNO","United States","3","Small","Diagnostic & Health Related Services"
"Tokio Marine Holdings Inc.","TKOMY","Japan","2","Large","General Insurance"
"Timken Co.","TKR","United States","3","Large","Industrial Machinery & Equipment"
"Telstra Group","TLGPY","Australia","3","Large","Services"
"P.T. Telekomunikasi Indonesia","TLK","Indonesia","3","Large","Services"
"Telkom SA SOC Ltd.","TLKGY","South Africa","4","Small","Manufacturing"
"Tilray Brands, Inc.","TLRY","United States","3","Mid","Pharmaceuticals"
"Telos Corp.","TLS","United States","4","Small","Internet & Software"
"Tillys, Inc.","TLYS","United States","3","Small","Retail - Apparel and Accessories"
"Toyota Motor Corp.","TM","Japan","1","Large","Autos- Manufacturing"
"Treace Medical Concepts Inc.","TMCI","United States","3","Small","Medical Instruments & Equipment"
"TransMedics Group Inc","TMDX","United States","3","Mid","Medical Instruments & Equipment"
"Taylor Morrison Home Corp (Holding co)","TMHC","United States","1","Mid","Builders"
"Thermo Fisher Scientific Inc.","TMO","United States","3","Large","Biotechnology"
"Tompkins Financial Corp.","TMP","United States","4","Small","Banking"
"Timkensteel Corp.","TMST","United States","1","Small","Metal Products"
"T-Mobile US, Inc.","TMUS","United States","2","Large","Services"
"Tennant Co.","TNC","United States","1","Mid","Industrial Machinery & Equipment"
"Tandem Diabetes Care Inc","TNDM","United States","3","Mid","Medical Instruments & Equipment"
"Trinet Group Inc.","TNET","United States","1","Large","Business Services"
"Tango Therapeutics, Inc","TNGX","United States","3","Small","Miscellaneous"
"Teekay Tankers Ltd.","TNK","","2","Mid","Equipment & Services"
"Travel + Leisure Co.","TNL","United States","3","Mid","Hotels, Restaurants & Travel"
"Tsakos Energy Navigation Ltd.","TNP","","3","Small","Equipment & Services"
"Tenaya Therapeutics Inc.","TNYA","United States","3","Small","Pharmaceuticals"
"Tokyo Electron, Ltd.","TOELY","Japan","3","Large","Industrial Machinery & Equipment"
"Toll Brothers Inc.","TOL","United States","1","Large","Builders"
"Toast, Inc.","TOST","United States","3","Large","Internet & Software"
"Townebank (VA)","TOWN","United States","3","Mid","Banking"
"Turning Point Brands Inc","TPB","United States","2","Small","Tobacco Products"
